# of Events	Location	Team Name	Nickname	Team #	OPR Rank	Max OPR	ChampionshipDivision	SouthFlorida	LakeSuperior	NorthernLights	Palmetto	Dallas	InlandEmpire	GeorgiaSouthernClassic	MIHowell	MISouthfield	MIStandish	NEGraniteState	PNWOregonCity	PNWAuburnMountainview	NEWaterbury	INPerryMeridian	MARHatboro-Horsham	TorontoCentral	MexicoCity	ArkansasRockCity	Pittsburgh	CentralValley	NEPioneerValley	MIKetteringUniversity	MIKentwood	MIWaterford	PNWWestValley	NEReading	MARMt.Olive	PNWGlacierPeak	Israel	Australia	TorontoEast	LosAngeles	Orlando	KansasCity	Alamo	Utah	NewYorkCity	INKokomo	NEUMass-Dartmouth	NEPineTree	MIWoodhaven	MIGullLake	MITraverseCity	PNWWilsonville	MARSpringsideChestnutHill	PNWMt.Vernon	Waterloo	Montreal	ArizonaEast	Sacramento	CentralIllinois	Bayou	St.Louis	NorthCarolina	NewYorkTechValley	Virginia	Wisconsin	INPurdue	MIWestMichigan	MIGreatLakesBayRegion	MISt.Joseph	PNWCentralWashingtonUniversity	NEUNH	MARSeneca	NERhodeIsland	PNWShorewood	NorthBay	Colorado	Peachtree	Hawaii	LasVegas	SBPLILongIsland	FingerLakes	Buckeye	Oklahoma	HubCity	GreaterDC	Ventura	NENortheastern	MICenterline	MIEscanaba	MILivonia	PNWPhilomathPeak	PNWAuburn	NEHartford	MARBridgewater-Raritan	MARUpperDarby	WesternCanada	WindsorEssexGreatLakes	ArizonaWest	SanDiego	SiliconValley	Midwest	Chesapeake	Minnesota10000Lakes	MinnesotaNorthStar	QueenCity	SmokyMountains	LoneStar	PNWDistrictChampionship	INDistrictChampionship	MILansing	MIBedford	MITroy	MARNorthBrunswick	NEDistrictChampionship	MIDistrictChampionship	MARDistrictChampionship	Archimedes	Carson	Carver	Curie	Galileo	Hopper	Newton	Tesla
																																																																																																																												
2	Milan, OH USA	NASA Plum Brook Station/Sierra Lobo, Inc./Bettcher Industries/Riley Contracting/Schlessman Seed Co. & EHOVE CAREER CENTER	The Mavericks	2252	738	31.3																					20.3003211800225																																																							31.2594294208194																																										
1	Shallowater, TX USA	Shallowater Boys & Girls Club	The Eliminators	4852	739	31.2																																																																														31.1908327710105																																								
2	Waterbury, CT USA	United Technologies / 4-H & JOHN F. KENNEDY HIGH SCHOOL	The Nuts & Bolts of Fury	3525	740	31.1															14.9457281943936																											31.1112208831429																																																																												
2	Atlanta, GA USA	GE Volunteers/Johnson Research & Development/Gate 6 Solutions & Fernbank Science Center	Fernbank LINKS	4468	741	31.0969352722168	Curie																																																																						31.0969346741383																																											15.8833932510148				
5	Horsham, PA USA	Lockheed Martin/AutoDesk/Hatboro Federal Savings/Carr & Duff/Hatboro-Horsham Education Foundation & HATBORO-HORSHAM SHS	Hatters Robotics	708	742	31.0935535430908	Curie																9.0639743327618																														18.65661331518																																										31.093553406748																					30.003213618868				19.6915720434357				
1	Athens, AL USA	Limestone County Board of Education/NASA & LIMESTONE CO AREA VOC TECH & Limestone County Gifted Program	Rockets	34	743	31.0																																																						31.046687947278																																																																
3	Columbus, OH USA	PAST Foundation / Honda / AEP / Raising Cane's / Metro PTSO / Ohio Valley Testing / Abbott Lab / CORI / Ohio State University & Metro Early College 	The Metrobots	3324	744	31.0	Carver																				7.9896728787907																																																																														1.6525035430546														31.0341399454429					
2	New Berlin, WI USA	Rockwell Automation / Krones / Joy Global / GE Volunteers & EISENHOWER MIDDLE/HIGH & NEW BERLIN MIDDLE/HIGH	New Berlin Blitz	5148	745	31.0				11.7182875600215																																																							31.0282387308169																																																											
2	Ossining, NY USA	IBM / Ossining Matters / Entergy / Hilltop Aviation / Truckin' Foundation / Ossining Community Businesses & OSSINING HIGH SCHOOL	Ossining O-Bots	4122	746	31.0																																							15.8635924122474																																			31.0114831048399																																												
2	Chaska, MN USA	Lake Region Medical/Emerson Process Management & CHASKA HIGH SCHOOL	RoboHawks	2531	747	31.0	Hopper		25.8814737616178																																																																																															22.6082437423946																		30.9880541073139		
3	Auburn, WA USA	AUBURN RIVERSIDE HIGH SCHOOL	RAVE	5683	748	30.9770736694336																														22.4933657933004																																																								8.258545730807																30.9770729892245																
2	Ballston Spa, NY USA	Ballston Spa National Bank / Town of Malta GLOBAL FOUNDRIES Community Foundation / General Electric / Malta Business & Professional Association / Mangino Buick GMC / Logo Wearhaus / TCT Federal Credit Union / Technical Building Services / CSArch / Guyson Corporation / Adirondack Trust Company / The Bell Family / Hound Dog Graphics / Specialty Silicone Products / Bechtel & BALLSTON SPA SENIOR HIGH SCHOOL	Team 0xBE4	3044	749	31.0																																																									30.9627539227091																		20.8161814893706																																											
1	Mechanicsville, VA USA	QubicaAMF/ChemTreat, inc./Sonic Tools/Farmer Machine Co., Inc./HHS Robotics Booster Club/DOTM Alumni & HANOVER HIGH	DOTM - Defenders of the Multiverse	1522	750	30.9																																																										30.9480442232266																																																												
2	Newport, OR USA	NASA / Georgia-Pacific / Oregon Department of Education / Confederated Tribes of Siletz Indians & NEWPORT HIGH SCHOOL	YAK Attack	2192	751	30.9																																														13.900036885513																																							30.9452299447274																																	
3	Grandville , MI USA	General Motors Foundation / Robert Bosch / PTC / AutoCam / Code Red Robotics / Professional Fabracators / Rockwell Automation / CompuDie / PiPP Mobile / RoMan Manufacturing / Wyoming-Kentwood Chamber of Commerce / GR Makers & Kent County	Code Red Robotics / Stray Dogs	2771	752	30.9									14.9973844885785																																																				30.9151560056893																						30.580628239985																																			
2	Brimley, MI USA	Rodenroth Motors/Mark's Tire/State of Michigan/FIRST in Michigan/Brimley PTO & BRIMLEY JR./SR. HIGH	The Deceivers	4392	753	30.9																																													12.4879763681554																																						30.9030100569752																																			
2	Holbrook, MA USA	HOLBROOK JR SR HIGH	Bizarbots Robotics	5494	754	30.9																																										13.080821682793																									30.8818590079583																																																			
1	St. Louis, MO USA	NASA / Nidec / St. Louis Community College - Florissant Valley / Optimist Club of Clayton / Woolpert / Mechakana & Home School	Cafe Bot	5479	755	30.8	Newton																																																						30.8145966824218																																																														22.3235365126724	
2	Decatur, GA USA	Robojackets/2014 FRC Rookie Grant/WIT/Lost World Adventures/Sentrinsic, Inc & LEAD	Toaster Tech	5332	756	30.7								27.1454619475963																																																															30.7255598889035																																															
2	Howell, MI USA	Autodesk/Ideal Group/Cloverdale Equipment Co./Regal Recycling/Thai Summit America/Allegra Printing Marketing & Mail/American Speedy Printing Centers/Bob Maxey Ford/Chassix/Citizen's Insurance/First National Bank/FMG Concrete Cutting/Four Seasons Custom Sewing/General Motors/Howell AutoZone/Image 360 Graphics, Signage, & Displays/Insty-Prints Business Printing Services/Signs By Tomorrow Signs & Graphics/Signs Now Design Service Solutions/Vic Bond Sales/Bluewater Technologies/HM Environmental Services, Inc./University of Michigan-Flint/The Howell Education Foundation/J.J. Jinkleheimer & Co./Magna & HOWELL HIGH SCHOOL	S.C.O.T.S. Bots	4776	757	30.7									2.9184636107286																																																																																															30.6844402437926														
3	New Britain, CT USA	United Technologies & E. C. GOODWIN TECHNICAL HIGH SCHOOL	Junkyard Battalion	3718	758	30.6															10.9796891901039								30.6249830123667																																																																																					20.2519681773757										
2	Temecula, CA USA	Vaniman Manufacturing / NASA / Microsoft / Qualcomm / Abbott & Rancho Christian School	BULLSEYE	4984	759	30.6							3.4670875671961																																																																																						30.6056589040791																									
2	Concord, NH USA	Allegro Microsystems/BAE Systems/Bittware, Inc/PSNH & BISHOP BRADY HIGH SCHOOL	The Lumberjacks	1517	760	30.5												13.1660223559146																																																							30.4995707680212																																																			
2	Picayune, MS USA	NASA / International Paper / Aerojet Rocketdyne / Mississippi Power Company / Lockheed Martin / Picayune Eye Clinic / Thomas Pump and Machinery / A2Research / Heritage Plastics / Precision Paint & Body / Travis Studio & PICAYUNE MEMORIAL HIGH SCHOOL & PEARL RIVER CENTRAL HIGH SCHOOL	Team Chaos	1421	761	30.5																																																						23.3091729525972																									30.4786972841543																																							
2	Colonie, NY USA	The Foundation for Engineering Education/GE Volunteers/Armory Automotive/Stewarts Foundation/Malta Rotary/Metal Supermarkets/Center for Automation Technologies and Systems (CATS) at RPI & COLONIE CENTRAL HIGH SCHOOL	Dynamos	250	762	30.5																																																									8.8055877291482																		30.461203063717																																											
1	Toronto, ON Canada	TDSB & Martingrove Collegiate Institute	The Iron Bears	854	763	30.5																		30.4518210718543																																																																																																				
3	Onaway, MI USA	Moran Iron Works / Tom's Family Market / Carquest of Onaway / Village Corner Store (Exxon Mobil) / White Pine Electric / Argosy Foundation / UTC (united tech core) / Bechtel / AndyMark / MDE / Onaway Area Schools / Don Preston / Mindy Horn / Lewis Robinson Jr / Joe Libby / Paul + Esther Ransom / Rick Waldie & ONAWAY SENIOR HIGH SCHOOL	Onaway Onabots	5534	764	30.4511203765869																																													30.451120097263																																						18.6675699250703																										21.3545137717568									
3	Bonney Lake , WA USA	The Boeing Company/Autodesk/OSPI Office of Superintendent of Public Instuction & Bonney Lake high school	Panther Robotics	3218	765	30.4														23.1539136942251																																		16.7555050219416																																																						30.4297434113449																
2	Guelph, ON Canada	Synnex / Tech-Con Automation Inc / Wellington Catholic DSB / Kendrew Distribution Services & Our Lady of Lourdes CHS	BeaverworX	2609	766	30.4	Hopper																	30.3791327438024																																																			20.3935113522228																																															19.2124368562843		
2	Lowell, MI USA	Lowell Area Schools Education Foundation / Lowell Area Schools / White's Bridge Tooling / Alto Lions Club / ENWORK / Metric Manufacturing / Bernards Ace Hardware / Solidworks / Trombly Chiropractic / Heidi Nagel / Family Dentistry of Lowell / Orchard Hills Golf Course / Deb Ellinger / Graphic Mounting & Laminating, Inc & LOWELL SENIOR HIGH SCHOOL	Red Arrows	3234	767	30.4																									25.6566257986484																																				30.369717651922																																																									
2	North Hollywood, CA USA	Comcast NBCUniversal / Walt Disney Imagineering / Entertainment Partners / Ease Entertainment Services / PDG Consulting / Xavient Information Systems / King Relocation Services & NORTH HOLLYWOOD SENIOR HIGH	NohoRobo	3328	768	30.3							-1.3852067655587																											30.2888630160521																																																																																				
