# of Events	Location	Team Name	Nickname	Team #	OPR Rank	Max OPR	ChampionshipDivision	SouthFlorida	LakeSuperior	NorthernLights	Palmetto	Dallas	InlandEmpire	GeorgiaSouthernClassic	MIHowell	MISouthfield	MIStandish	NEGraniteState	PNWOregonCity	PNWAuburnMountainview	NEWaterbury	INPerryMeridian	MARHatboro-Horsham	TorontoCentral	MexicoCity	ArkansasRockCity	Pittsburgh	CentralValley	NEPioneerValley	MIKetteringUniversity	MIKentwood	MIWaterford	PNWWestValley	NEReading	MARMt.Olive	PNWGlacierPeak	Israel	Australia	TorontoEast	LosAngeles	Orlando	KansasCity	Alamo	Utah	NewYorkCity	INKokomo	NEUMass-Dartmouth	NEPineTree	MIWoodhaven	MIGullLake	MITraverseCity	PNWWilsonville	MARSpringsideChestnutHill	PNWMt.Vernon	Waterloo	Montreal	ArizonaEast	Sacramento	CentralIllinois	Bayou	St.Louis	NorthCarolina	NewYorkTechValley	Virginia	Wisconsin	INPurdue	MIWestMichigan	MIGreatLakesBayRegion	MISt.Joseph	PNWCentralWashingtonUniversity	NEUNH	MARSeneca	NERhodeIsland	PNWShorewood	NorthBay	Colorado	Peachtree	Hawaii	LasVegas	SBPLILongIsland	FingerLakes	Buckeye	Oklahoma	HubCity	GreaterDC	Ventura	NENortheastern	MICenterline	MIEscanaba	MILivonia	PNWPhilomathPeak	PNWAuburn	NEHartford	MARBridgewater-Raritan	MARUpperDarby	WesternCanada	WindsorEssexGreatLakes	ArizonaWest	SanDiego	SiliconValley	Midwest	Chesapeake	Minnesota10000Lakes	MinnesotaNorthStar	QueenCity	SmokyMountains	LoneStar	PNWDistrictChampionship	INDistrictChampionship	MILansing	MIBedford	MITroy	MARNorthBrunswick	NEDistrictChampionship	MIDistrictChampionship	MARDistrictChampionship	Archimedes	Carson	Carver	Curie	Galileo	Hopper	Newton	Tesla
																																																																																																																												
1	Austin, TX USA	3M / Texas Workforce Commission / IBM / Dell & WESTWOOD H S	RoboWarriors	2583	1509	17.1																																					17.0945989905276																																																																																	
1	Richmond, VA USA	Capital One/Genworth Foundation & THOMAS JEFFERSON HIGH	VikingBots	2998	1510	17.1																																																										17.0907248565065																																																												
1	Oakville, MO USA	OAKVILLE SR. HIGH	Oakville Robotics 3	4231	1511	17.0883312225342																																																							17.0883312803841																																																															
1	Newton, KS USA	The Boeing Company/Higgs Tech Consulting/SRES/SME/Pizza Hut/James Allen & NEWTON SR HIGH	RaileRobotics	935	1512	17.0																				17.0481816622813																																																																																																		
1	Forest Park, IL USA	Triton College & PROVISO MATH AND SCIENCE ACADEMY	Monty Pythons	2151	1513	17.0																																																																																															17.0292455503784																							
2	Winterville, NC USA	Pair Electronics / Qualcomm / The Lindbeck Family / The Daniels Family / The Gates Family / The McClung Family / Potash Corp. Aurora / Grady White Boats / Terracon / Greenville Toyota / Pitt County Schools & SOUTH CENTRAL HIGH	Boneyard Robotics	2682	1514	17.0																																																								16.9990732437352																																								17.0266720237423																						
1	Phoenix, AZ USA	Desert Vista Math Department / Desert Vista Science Department / BAE Systems & DESERT VISTA HIGH SCHOOL	Thunder	5475	1515	17.0																																																			17.0241393875145																																																																			
2	Hamden, CT USA	United Technologies/Northeastern Utilities/NextGen Technologies LLC & ENGINEERING - SCIENCE UNIVERSITY MAGNET SCHOOL & GForce STEM	Robo Dominators	5142	1516	17.0															-0.8721606083261																																																																								17.0177034777788																															
1	Belgrade, MN USA	jcpenney / felling trailer / Bonanza valley bank / walmart & BELGRADE-BROOTEN-ELROSA SEC.	BBE Inferno Robotics	4238	1517	17.0				17.0164015538246																																																																																																																		
1	Toronto, ON Canada	TDSB & Harbord Collegiate Institute	Tiger Techs	919	1518	17.0																		16.9868346762798																																																																																																				
1	Metepec, MEX Mexico	Universidad TecMilenio Campus Toluca/Daimler Vehiculos Comerciales Mexico S. de R. L. de C.V. & Universidad TECMilenio	WinT	3794	1519	17.0																			16.9740527584868																																																																																																			
1	Raleigh, NC USA	United Therapeutics Corporation / North Carolina State University / Techno Wolves Robotics Booster Club & WAKE NCSU STEM ECHS	Techno Wolves	5518	1520	16.9710922241211																																																								16.9710917824012																																																														
1	Winston-Salem, NC USA	Girls on Fire	Girls on Fire	5679	1521	16.963794708252																																																								16.9637946183378																																																														
2	Shang hai, 31 China	high school affiliated to shanghai jiao tong universtity 	Blue Power Robotics	5515	1522	16.9	Carver																																																																																																16.9475539213816																3.0243885197879					
4	Somerville, NJ USA	Janssen Pharmaceuticals Inc. / Voltaix / PSEG / Central Jersey Trailer and Hitch LLC / Alloy Welding Company, Inc. / Gerber Metal Supply Company / Dr. Victor J. Bauer / Jonathan Young & SOMERVILLE HIGH	The Gearheads	102	1523	16.9	Galileo																6.451247326885																								12.5705624552674																																															16.9397282529812																											0.99715629644			
1	Colton, CA USA	Colton Joint Unified School District / NASA / Ace Metals / Motion Industries / Consolidated Machining / RockTenn Cerritos & COLTON HIGH	Binary Bot Squad	4056	1524	16.9							16.9369841211243																																																																																																															
1	Markham, ON Canada	Rookie Grant / Cornell Physiotherapy / Shapero & Mui Orthodontics / Allegro Academy of Music and Art / Solid Works / CAD wire & Markham District High School	Breaking Bots	5428	1525	16.9	Hopper																																16.9257575509901																																																																																			15.487488877248		
2	Spokane, WA USA	f5 Corporation / Altek / Wagstaff Inc. & EAST VALLEY HIGH SCHOOL&EXTENSION & EAST VALLEY HIGH SCHOOL&EXTENSION	Mechaknights	2148	1526	16.9																											-8.6598231537336																																					16.9244178686676																																																						
1	Tahlequah, OK USA	The Boeing Company/Cherokee Nation & SEQUOYAH HIGH SCHOOL	Tech Walkers	2398	1527	16.9																																																																													16.9175653115469																																									
1	Saint Peter, MN USA	Medtronic/Neighborhood Group/Gustavus Adolphus College/Analog Devices Inc./DLC, Inc	Nordic Storm	3018	1528	16.9																																																																																																		16.9035760940454																				
2	St. Helens, OR USA	NASA / Oregon Department of Education / Lower Columbia Engineering / Dyno Nobel & ST HELENS HIGH SCHOOL	Intergalactic Order of Robots	5450	1529	16.9													10.5453466731246																																																																								16.8870426589125																																	
2	Overland Park, KS USA	RTE Technologies, Inc. & SHAWNEE MISSION WEST HIGH	Viking Robotics	1777	1530	16.9	Galileo																																			16.8855170056456																																																																															15.3046511226725			
2	Temecula, CA USA	Ronan Winter / Springs Charter School / Edison International / Raytheon / Aloha Construction / Green Horizons / StarLink / hp & RIVER SPRINGS CHARTER	Cyborg Zombies	3470	1531	16.9							15.0729735645909																																																																																						16.8547697141431																									
2	Sammamish, WA USA	The Boeing Company/Kenworth/Lake Washington Schools Foundation/SAE NW Section/Evans & EASTLAKE HIGH SCHOOL	Top Gun	1294	1532	16.8														14.7406076388234																16.8348897184506																																																																																								
1	Memphis, TN USA	Shelby County Schools / Society of Women Engineers (SWE) & WHITE STATION HIGH SCHOOL	SpartaBot	5045	1533	16.8																																																																							16.8253378651499																																															
1	Pryor, OK USA	American Castings / National Defense Education Program / Oklahoma Department of Education & PRYOR HS	Cyborg Tigers	4523	1534	16.8																																																																													16.8023087878805																																									
1	Columbia, MD USA	Army Research Lab/Helm Point Solutions/Rentech Solutions Corporation/VMW Express, Inc. & HAMMOND HIGH	Ursa Major	2849	1535	16.8																																																																																																16.8011577147532																						
1	Richmond, VA USA	HUGUENOT HIGH	The Millennium Falcons	4714	1536	16.8																																																										16.7821502332729																																																												
2	Boyne Falls, MI USA	BOYNE FALLS PUBLIC SCHOOL	Shock	5575	1537	16.7											16.7174858364392																																		12.0848329191842																																																																									
1	Phoenix, AZ USA	Piper Plastics/Prides Peak & MOUNTAIN POINTE HIGH SCHOOL	Pridetronics	3853	1538	16.7																																																			16.7157751534208																																																																			
1	Norfolk, VA USA	NDEP / BAE Systems Norfolk Ship Repair / American Society of Naval Engineers / Booz Allen Hamilton / National Defense Education Program & NORVIEW HIGH	The Pilots	1793	1539	16.7																																																										16.7125739106636																																																												
2	Saginaw, MI USA	Dow Chemical & SWAN VALLEY HIGH SCHOOL	SV Vikings	5538	1540	16.6904621124268											11.7944206397178																																																			16.6904618035029																																																								
2	Riverview, MI USA	RIVERVIEW COMMUNITY HIGH SCHOOL	Robo-Bucs	5263	1541	16.7																																											9.406662663261																																																														16.6827721801805													
3	Ashland, OR USA	Evogeneo / Alan and Priscilla Oppenheimer Foundation / Ashland Home Net / Oregon Department of Education / Modern Fan Co. & ASHLAND HIGH SCHOOL	My Favorite Team	3024	1542	16.6788024902344													10.4312631952564																																																																								16.6788029392971																	10.702907983059																
1	Jacksonville, FL USA	2015 NASA Sustaining Growth Grant & ROBERT E. LEE HIGH SCHOOL	Generals	4352	1543	16.7																																			16.6757907285535																																																																																			
2	Durand, MI USA	SolidWorks / Durand Area Schools / (CASM) Capitol Area Science and Mathematics / Hank Graff Chevrolet Dealership of Durand, MI / Papa Joe's Pizza of Durand, MI / Bowden Body Shop of Lennon, MI / Ace Hardware of Durand, MI & DURAND AREA HIGH SCHOOL	Railroaders	5282	1544	16.7																								16.6570380932433																																																																																9.4650699527278														
2	Sherman Oaks, CA USA	Mooney Industries / John Bojorquez / Wagner Engineering & Survey, Inc. & NOTRE DAME HIGH SCHOOL	RoboKnights	3120	1545	16.7																						6.0167226856745																																																										16.6538896650701																																						
2	Huntington Beach, CA USA	The Boeing Company/Option One Engineering & OCEAN VIEW HIGH	HawkBots	4619	1546	16.6236610412598																																		10.7346591963609																																														16.6236619507611																																						
1	Delray Beach, FL USA	NASA/Motorola Solutions Foundation/FPL/Tesla Motors & ATLANTIC HIGH SCHOOL	Eagles Robotics Xperience	3992	1547	16.6		16.6167296403967																																																																																																																				
2	Galesburg, MI USA	GALESBURG-AUGUSTA HIGH SCHOOL	Robotic Rams	5623	1548	16.6073684692383																																												10.7274797848513																			16.6073691183199																																																							
2	Morelia, MIC Mexico	Tecnológico de Monterrey Campus Morelia	MONARCH-E	4731	1549	16.6	Hopper																		5.774942608928																																																																																		16.6044047239119															-12.7888964734084		
2	Chicago, IL USA	Illinois Institute of Technology/Motorola Foundation & PERSPECTIVES CHARTER HIGH SCHOOL	Iron Wolves	2709	1550	16.6																																																											1.3343232212464																																				16.5789421863977																							
3	Seattle, WA USA	HOLY NAMES ACADEMY	Holy Names Academy	5588	1551	16.6																																																																				15.6586779771125																		16.2737574091658																16.5518966585223																
1	Louisville, KY USA	Ford & JEFFERSONTOWN HIGH SCHOOL	Jeffersontown Robochargers	3000	1552	16.6																																																																																																			16.5506544268811																			
1	Rosemead , CA USA	DON BOSCO TECHNICAL INSTITUTE	Techmen	5669	1553	16.5418910980225																																		16.5418902404767																																																																																				
2	Scottsdale, AZ USA	Taser International & NOTRE DAME PREPARATORY	Saint's Robotics	3577	1554	16.5																																																																									11.9409551341605																			16.5381666901863																										
1	Calgary, AB Canada	Dr. EP Scarlett High School	Scarlett Robotics	4733	1555	16.5																																																																																										16.476008513475																												
1	Riverside, MO USA	KCStem Alliance / A&E Custom MFG / Laird Plastics / Google Fiber & PARK HILL SOUTH HIGH	Team E.M.P (Park Hill South Robotics)	5126	1556	16.5																																				16.4669872801213																																																																																		
2	ipswich, MA USA	NASA Robotics Alliance Project / Lynx System Developers, Inc. / Coca-Cola Company & IPSWICH HIGH	Ipswich TIGERS (Technologically Inclined Group of Engineering Robotics Students)	5459	1557	16.5																												5.178127314749																																																					16.4643300025771																																					
1	Lubbock, TX USA	2015 FRC Hardship Grant/First in Texas/Texas Workforce Commission & LUBBOCK H S	The Outlaws	4717	1558	16.4																																																																														16.4340242791236																																								
2	Chehalis, WA USA	Chehalis Foundation / Boeing / OSPI Washington & W F WEST HIGH SCHOOL	S.W.A.G.	4060	1559	16.4																																																16.0966617576026																																						16.4136012960684																																
1	Draper, UT USA	ALSAM Foundation/Teradata/Bonneville Machine/Western States Metals & JUAN DIEGO CATHOLIC HIGH SCHOOL	Soaring Eagle	3289	1560	16.4																																						16.4111910669514																																																																																
1	Eastvale, CA USA	FIRST/Spectrum CNC Technologies/Advanced Component Manufacturing/Performance Water Jet, Inc. & ELEANOR ROOSEVELT HIGH	LORE of the ROBATS	3953	1561	16.4																																																																																16.3996351035245																																						
1	Calgary, AB Canada	Calgary Community Teams	Community Team 2	5629	1562	16.3822231292725																																																																																										16.3822233764041																												
2	Orange, CA USA	The Boeing Company/Western Digital/StayLinked Corporation & EL MODENA HIGH & VILLA PARK HIGH & CANYON HIGH	Clockwork Oranges	4322	1563	16.3816871643066	Newton																																	9.4999873050014																																							9.9113384849429																																												16.3816874941832	
2	Hingham, MA USA	NASA/Hingham Education Foundation & HINGHAM HIGH	Hammerheads	5000	1564	16.4																												16.3813489413743																																																					2.9120000429086																																					
1	Washington, DC USA	FRIENDSHIP PCS TECH PREP	Tech Titans	5569	1565	16.4																																																																															16.3741311281571																																							
2	Jackson, MI USA	Jackson County Intermediate School District/Michigan Automotive Compressor/South Central Michigan Works/ALRO Steel/Orbitform/Pentar Stamping/TLC Laser Eye Center/Consumer's Energy/Classic Turning, Inc & JACKSON AREA CAREER CENTER	Jacktown Vectors	2611	1566	16.4									9.5477810825107																																		16.3696941609303																																																																											
1	Kefar Blum, Z Israel	Netafim/PTC & Emek Hula	Galileo	3034	1567	16.4																															16.357789432634																																																																																							
2	Wiesbaden (US School), HE Germany	Wiesbaden Community Spouses Club/BAE Systems/United States Air Force/Veterans of Foreign Wars Post 27/Society of American Military Engineers/Igus Inc./Robotronix, Italy/Method Park/INCOSE/US Army Corp of Engineers/Air Force Association/Department of Defense Education Activity & Wiesbaden High School	RoboWarriors	3011	1568	16.4																																			11.6451405008949																																						16.3526543293073																																													
2	Coleman, MI USA	COLEMAN JUNION/SENIOR HIGH SCHOOL	CometKaze	5257	1569	16.3																																											11.381038447559																			16.3297224505634																																																								
1	South St. Paul, MN USA	3M & SOUTH ST. PAUL SECONDARY	Iron Bulls	4549	1570	16.3																																																																																																	16.2837708645881																					
2	Hampton, VA USA	Community Knights/National Defense Education Program/SPAWAR Systems Center Atlantic/Langley Air Force Air Combat Command/Lockheed Martin/BAE Systems -Norfolk Ship Repair/ECPI Newport News Campus/Georgia Tech Research Institute/Huntington Ingalls Industries/Newport News Shipbuilding Apprentice School/Hampton City Schools & PHOEBUS HIGH	Phantom Mentalist	2028	1571	16.3					12.117527913354																																																					16.2827311653361																																																												
1	Buchanan, VA USA	Rockwell Automation / Gala Industries / Precision Steel / Exelis / New River Electric / Roanoke Cement / Fincastle Pokemon / Virginia Military Institute / Air Force Association / McCorkle Orthodontics / 4-H / Bank of Botetourt / Lanford Brothers / Botetourt Office Supply / JL Internet Services / Freedom First Credit Union / Austin Electric / Source 4 / Intricate Metal / San-Mar-Co / Action Personnel & JAMES RIVER HIGH & BOTETOURT TECH EDUC CTR & CENTRAL ACADEMY MIDDLE & LORD BOTETOURT HIGH	Robotic Knights	3939	1572	16.3	Hopper																																																									16.2668399350339																																																										14.5689792229588		
2	Mesa, AZ USA	Bluemedia/MPS-CTE/The Boeing Company/Hawkeye Engraving & Plastics/Hunter Contracting/INCOSE/Freescale Semiconductor & RED MOUNTAIN HIGH SCHOOL	Plasma Robotics	2403	1573	16.2486877441406																																																			16.2486886830119																																									1.3263384470354																										
2	Clovis, CA USA	Timberwolf Foundation / Brin-Wojcicki Foundation / Michael & Joan Conway / Argosy Foundation / Toyloy Family / Lisa D's Attorney Service / Ashwood Development Company / Whittaker Family / Johnson Family / Education Employee Credit Union (EECU) / Johnston Family & CLOVIS EAST HIGH	Hungry Wolves	5134	1574	16.2																						0.1404503106514																																																			16.2422161044177																																													
2	Edmond, OK USA	Team Tinker Air force Base/National Defense Education Program/Hadley Design & MEMORIAL HS	IRONDOGZ	2773	1575	16.2																				16.2374764145993																																																									7.581626253024																																									
1	Wikwemikong, ON Canada	Wasse Abin High School	Warriors	5672	1576	16.2347736358643																																																																					16.2347742970062																																																	
2	Columbia, SC USA	Dreher High School & DREHER HIGH	Blue Devil Mechanics	2815	1577	16.2					16.2019786516945																																																																									15.2286376430241																																								
2	New Buffalo, MI USA	NEW BUFFALO SENIOR HIGH SCHOOL	NB Ground Gears	5535	1578	16.2																																												16.2016834629518																			14.3540920472495																																																							
2	Skowhegan, ME USA	Robotic Institute of Maine / Underwriters Laboratory & SOMERSET CAREER & TECHNICAL CENTER	Sprocketology	4555	1579	16.2																																										1.7758526756814																							16.1581397692625																																																					
2	Haverhill, MA USA	NASA/BAE Systems/Raytheon & WHITTIER REG VOC	Maroon Monsoon	4929	1580	16.1427211761475																												13.7808310366752																																					16.1427208104002																																																					
2	Mabton, WA USA	Bezos Family Foundation/PTC & MABTON JR SR HIGH SCHOOL & MABTON JR SR HIGH SCHOOL	Mabton LugNutz	3876	1581	16.1																											12.793315585662																																					16.1317904713174																																																						
3	Kailua-Kona, HI USA	Bill Healy Foundation / Leidos / Earl's Garage / Koyo USA Corp / Marriot Kauai Resort / BAE Systems / No Worries Property Maintenance / West Hawaii Hockey / Blue Hawaiian Helicopters / Domino's Pizza / Lotus Cafe / Railing Systems Hawaii / Floor Coverings Hawaii / Society of Women Engineers / Pine Trees Cafe / Body Glove Cruises / Friends of Hawaii Robotics & WEST HAWAII EXPLORATIONS ACADEMY - PCS	WHEA Sharkbots	3881	1582	16.1	Carver																					12.535317962155																																																		12.9230031717233																																									16.1058861811414					
2	Florence, SC USA	Florence School District One / Otis Elevator Company / GE Volunteers / Toledo Carolina Inc & FLORENCE CAREER CENTER	Technomancers	1758	1583	16.1026458740234					16.1026459660317																																																					11.3724196361327																																																												
1	Beer Sheva, D Israel	SRT/Metal/Beer Sheva/Ben Gurion University of the negev/Rashi Foundation & Ulpanat AMIT Oriya	Ladies FIRST	4319	1584	16.1023216247559																															16.1023215922238																																																																																							
2	Manchester, NH USA	BAE SYSTEMS / Rockwell Automation / GlobaFone / Solid Works / SubItUp & MANCHESTER CENTRAL HIGH SCHOOL & 4-H Hillsborough County, NH	C.H.A.O.S.	131	1585	16.1												14.6311840290895																																																					16.0959695073575																																																					
2	Grand Haven, MI USA	K&G Tool/Herman Miller Foundation/Wyser Innovative Products/Supreme Machined Products/GHSP & GRAND HAVEN HIGH SCHOOL	Buc'n'Gears	3546	1586	16.1																																																													16.0804889715042																																											13.4516553880347														
2	Johns Creek, GA USA	Siemens Inc./Adobe/GE & JOHNS CREEK HIGH SCHOOL	Gladiator Robotics	5109	1587	16.0								16.0386705083655																																																															4.2701453521767																																															
1	Woods Cross, UT USA	Electronic Arts/Bountiful Tunex/Eric Tolman Family/Honeywell and Control Equip. Co./Setpoint Systems/Midgley-Huber and Carrier Corporation/Davis School Dist. Foundation & WOODS CROSS HIGH	Team Implosion	2484	1588	16.0																																						16.029667109949																																																																																
2	Hamden, CT USA	United Technologies & HAMDEN HIGH SCHOOL	Sintian Robotics	4628	1589	16.0															-3.6806783003651																																																																								16.0055371959506																															
2	Portland, OR USA	Boeing/Intel Corporation/Henry Les Hillman, Jr. Foundation/BASF/Riverdale PTC/Covanta Energy & RIVERDALE HIGH SCHOOL	Riverdale Robotics/Pandamonium	2915	1590	16.0																																														10.1105217044432																																							15.9957544659251																																	
4	Eagan, MN USA	3M Foundation/Thomson-Reuters/Skyline Exhibits/Lancet Software/Gopher Resource/Lowe's/Columbia Precision/PTC & EAGAN SENIOR HIGH	Blue Twilight	2220	1591	16.0	Archimedes		15.9946195000706																																																		12.5743024282135																																													2.6862954921485													4.3811899233862							
1	Fort Cobb, OK USA	Murray Services / National Defense Education Program / RAK4T (Random Acts of Kindness for Tucker) / Richardson Garage Doors / Carnegie Lumber / Burtschi's Enterprises & Caddo Kiowa Technology Center	The Crickets	2373	1592	16.0																																																																													15.992848779163																																									
2	Royal Oak, MI USA	Hitachi Automotive/Form Tech Industries & ROYAL OAK HIGH SCHOOL	RoboRavens1	1188	1593	16.0										6.654265723326																																																																																																15.9926545467122												
1	Sag Harbor, NY USA	Ship Ashore Marina & PIERSON MIDDLE/HIGH SCHOOL	Pierson Whalers	28	1594	16.0																																																																										15.9676532888663																																												
1	San Antonio, TX USA	Rackspace/Texas Workforce Commission & ROOSEVELT H S	R4 Robo Riders	4219	1595	16.0																																					15.9638495278033																																																																																	
1	Port Hope, ON Canada	Xerox Canada/Cameco & Port Hope HS & Public Library	Spartans	4357	1596	15.9																																																																																											15.9268990240444																											
2	Vienna, VA USA	Bechtel / Boeing / Leidos / Booz Allen Hamilton / The PTR Group / Atlantic Exhibits / OKOS Solutions / Ernst & Young LLP & MADISON HIGH	Warbots	620	1597	15.9																																																																															5.7838041975308																				15.9009782613415																			
2	South Haven, MI USA	Getman Corporation/FoodTools/Woodhams Ford Lincoln/Hardt Insurance/Joe and Kathy DeGrandchamp Family/Wise Family & SOUTH HAVEN HIGH SCHOOL	Ramageddon	4855	1598	15.9																									-0.5096471694905																																						15.8780464800164																																																							
1	London, ON Canada	DYNA-MIG / Core Solutions / Rotary Club of London / DHMakerbus & Mother Teresa Catholic Secondary School	The Spartans	5288	1599	15.9																																																																																											15.8760983987865																											
2	Collbran, CO USA	Oxy/Pinon Engineering Inc/Lietner Poma/Chuck and Patty Shear/Encana/Town of Collbran/FCI Constructors, Inc./Axia/Laramie Energy/Collbran Auto Parts/Valerie Gates/CAPCO & PLATEAU VALLEY HIGH SCHOOL	Swift	1332	1600	15.9																																						15.8739656201189																																10.2336232977059																																																
2	Lawrence, MA USA	Raytheon/Comcast/Farm Design & MATH, SCIENCE & TECHNOLOGY HIGH SCHOOL	Gearheadz	1289	1601	15.9												15.861526428671																10.09456127239																																																																																										
1	Jerusalem, JM Israel	The Hebrew University of Jerusalem- The Rachel and Selim Benin School of Computer Science and Engineering/Jerusalem municipality/Elephant & The Hebrew University Secondary School	Tiger Team, Leyada	2679	1602	15.9																															15.8592150892953																																																																																							
2	Aurora, IL USA	Caterpillar Inc / Mad Lab Industries & IL MATHEMATICS & SCIENCE ACADEMY	Titan Robotics	2022	1603	15.8																																																					6.2918421568055																																										15.8336793702047																							
2	Snow Hill, MD USA	Worcester TEC Hub / NASA / Andrew Chase & Neighborhood Group & Neighborhood Group	Titanium-Wrecks	4945	1604	15.8	Carver																																																																																															-5.8418163403094																	15.8120469946213					
2	Willmar, MN USA	Jennie-O Turkey Store / Willmar foundation / Minnwest technology campus & WILLMAR SENIOR HIGH	WARPSPEED	4239	1605	15.8			15.8088009866573																																																																																															10.544438501228																				
2	San Francisco, CA USA	Lowell Alumni Association / Lowell PTSA / Bechtel Corporation / Solidworks / Brin-Wojcicki Foundation / Intuitive Surgical / Patxi's Pizza / Standard Metal Products / Beronio Lumber / Century & LOWELL HIGH	CardinalBotics	4159	1606	15.8																																																				10.4605545918602																																										15.8063761510349																								
2	Sammamish, WA USA	The Boeing Company/Issaquah Schools Foundation & SKYLINE HIGH SCHOOL	Spartabots	2976	1607	15.8														15.7833392797025																																		9.9225142930294																																																																						
2	Muskegon Heights, MI USA	MUSKEGON HEIGHTS HIGH SCHOOL	Noble Tigers	5255	1608	15.8																									0.8984545279683																																				15.7749367797736																																																									
2	Sacramento, CA USA	SES Robotics/Sacramento City Unified School District Career Technical Preparation Department/School of Engineering and Sciences & SCH OF ENGINEERING & SCIENCES	SEStematic Eliminators	3598	1609	15.8																																																				15.7597569347272																																							11.2149555266662																											
2	Union City, NJ USA	Union City Board of Education & UNION CITY HIGH SCHOOL	UCHS MagneGeeks	3340	1610	15.7																													5.0816767665812																																																																														15.7457784839013											
1	Atizapan de Zaragoza, MEX Mexico	Instituto Tecnológico de Estudios Superiores de Monterrey 	Tec Balam Esmeralda	3527	1611	15.7																			15.7259205699805																																																																																																			
1	Elmira, NY USA	Corning Incorporated & Notre Dame High School	Electric Fire	3799	1612	15.7																																																																											15.7231671291735																																											
2	Mexico City, DIF Mexico	General Motors Mexico/Centro Internacional de Exposiciones y Convenciones World Trade Center Mexico City/Alstom/Movistar/National Instruments/Fundacion Azteca/ArtCenter Design/SIES/Grupo Condumex/Airbus/Asana/Google/PTC & Universidad Panamericana High School	Panteras	2283	1613	15.7	Carson																		15.7171219490722																																																																																													11.2235906454591						
1	Herzliya, M Israel	General Motors/Herzliya Municipality & Handasaaim Herzliya	General Angels	2230	1614	15.7																															15.7019649406421																																																																																							
2	West Hills, CA USA	Aerojet Rocketdyne / Xerox Corporation / JRM Enterprises / Accurate Engineering Services / McConnell, Montalvo& Assoc. Inc. / Six8 Motorsports / Frazier Aviation / Snap! Productions / Vico Tool and Die / Medtronic & CHAMINADE COLLEGE PREPARATORY HIGH SCHOOL	Eagle Engineering	1138	1615	15.7																																		-11.1497321566076																																				15.6827415702332																																																
1	El Paso, TX USA	Texas Workforce Commission / 2015 FRC Hardship Grant & DEL VALLE HS	DV CONQUISTABOTS	5047	1616	15.7																																					15.6569374905396																																																																																	
3	Whitby, ON Canada	General Motors of Canada & Trafalgar Castle School	"""Where's Waldo?"""	1547	1617	15.6	Galileo																	15.6487084600016																																																																														6.551279605406																			14.5199225740447			
2	Knoxville, TN USA	Knox County Schools / D & D Underground, LLC / DeRoyal Industries, Inc. / Panda Enterprises & HALLS HIGH SCHOOL	Red Nation Robotics	4576	1618	15.6					15.6412941234705																																																																																															3.4602242556511																		
2	Canfield, OH USA	Delphi / City Machine Technology / Bellino's Lube Plus / Forbush Machine / Mahoning Valley Anesthesia / BlackRock / Ramunno Builders & CANFIELD HIGH SCHOOL	Circuit Birds	4601	1619	15.6401977539063																					-6.9066773618515																																																							15.6401973151599																																										
1	Blackduck, MN USA	Boston Scientific & BLACKDUCK SECONDARY	Quack Attack	4181	1620	15.6			15.6375417713106																																																																																																																			
2	Walpole, MA USA	The Gallivan Family / Dale Tool & Die / Merrikin Engineering / Waters Corporation / RiverTaw & WALPOLE HIGH	Robo-Rebels	1153	1621	15.6371641159058																												8.8151753978106																																							15.6371637415258																																																			
2	Bryn Mawr, PA USA	The Boeing Company & AGNES IRWIN SCHOOL	Femme Tech Fatale	709	1622	15.6																	4.8748804213531																																																																								15.6160059549656																													
1	Duluth, MN USA	Moline Machines/GPM/Saturn Systems & LAKEVIEW CHRISTIAN ACADEMY	Lion Pride	4845	1623	15.6			15.6110849294097																																																																																																																			
1	Prosper, TX USA	Lockheed Martin / Texas Workforce Commission / First in Texas & PROSPER H S	PowerEagle	5411	1624	15.5964031219482						15.5964029297377																																																																																																																
2	Scottsdale, AZ USA	Employees of Microchip Technology/Simoncic Family/Scottsdale Foundation For the Future/Dick Wright Welding & CORONADO HIGH SCHOOL	Coronado Robotics	3133	1625	15.6																																																			15.5825023821176																																									-0.4864536134132																										
2	Arlington, TN USA	Shelby County Schools & BOLTON HIGH SCHOOL & BOLTON HIGH SCHOOL	BoltBot	5040	1626	15.6																				4.0150083970912																																																																															15.5689066274863																			
1	Baudette, MN USA	Medtronic & LAKE OF THE WOODS SECONDARY	Robo Bears LOWbotics	3290	1627	15.6			15.5666567541553																																																																																																																			
1	Saint Paul, MN USA	OPEN WORLD LEARNING COMMUNITY	Open Circuits	5271	1628	15.5																																																																																																	15.5324934385569																					
1	West Ryde, NSW Australia	Marsden High School	Marsden High School	5087	1629	15.5																																15.5183188841344																																																																																						
1	Faribault, MN USA	MRG / Mercury Incorporated / NASA / SolidWorks & FARIBAULT SENIOR HIGH	Falcon Robotics	5434	1630	15.5																																																																																																	15.5059412086552																					
1	Bloomfield, NJ USA	BLOOMFIELD HIGH	ROBOTIGERS	5732	1631	15.5010948181152																																																																																								15.5010944843979																														
2	Portland, OR USA	Mentor Graphics & Jesuit High School	Crusader Bots	2374	1632	15.5																																														13.7089127194113																																							15.4667983882317																																	
1	North Logan, UT USA	Leidos / Ramada / Firehouse Pizzeria / Nucor Steel Utah & INTECH COLLEGIATE HIGH SCHOOL	InTech MegaBots	2993	1633	15.5																																						15.4657605431526																																																																																
