# of Events	Location	Team Name	Nickname	Team #	OPR Rank	Max OPR	ChampionshipDivision	Archimedes	Curie	Galileo	Newton	BAE	FingerLakes	Palmetto	HubCity	CentralValley	Kettering	TraverseCity	HatboroHorsham	TorontoEast	SanDiego	Orlando	WPI	LakeSuperior	NorthernLights	Oregon	LoneStar	NewYorkCity	GullLake	Waterford	Israel	Montreal	Peachtree	Boilermaker	KansasCity	St.Louis	NorthCarolina	Pittsburgh	Virginia	Detroit	St.Joseph	TCNJ	SpringsideChestnutHill	Waterloo	Phoenix	Sacramento	LosAngeles	Bayou	Boston	QueenCIty	Dallas	Utah	CentralWashington	Wisconsin	WestMichigan	GrandBlanc	MountOlive	LenapeSeneca	TorontoWest	InlandEmpire	Connecticut	WashingtonDC	SouthFlorida	MN10000Lakes	MNNorthStar	Buckeye	Oklahoma	SmokyMountains	Alamo	Seattle	Livonia	Troy	WesternCanadian	Razorback	SiliconValley	Colorado	Hawaii	Midwest	Crossroads	PineTree	LasVegas	LongIsland	Spokane	Bedford	BridgewaterRaritan	Chesapeake	MichiganState	MidAtlanticRegion
																																																																																								
2	Ames, IA USA	Sauer-Danfoss/Quality Manufacturing Corporation/Iowa State College of Engineering/CIT Signature Transportation/John Deere/jcpenney/City of Ames Electric Department & Iowa State University Extension and Outreach Story County 4-H	Team Neutrino	3928	80	54.7																													44.5768200827078																														54.6597836597667																							
4	Flint, MI USA	GM Manufacturing/A Frame Awards, Inc./Mid-Michigan Robotics Alliance & Carman-Ainsworth High School	The Megatron Oracles	314	81	54.5	Archimedes	51.4099166242949									25.4709084744361																							49.7048894237635																																															54.4839623909404	
4	Oxford, MI USA	The Chrysler Foundation / KMT Robotic Solutions / Kettering University / Beijing Channel Consulting / Durr Systems & Oxford Communtiy Schools	TORC	2137	82	54.3	Archimedes	48.8128447073622																						15.1773359699655																																									54.3334205623831																52.4963466724847	
2	Meriden, CT USA	Meriden Board Of Education/Bristol-Myers Squibb/Verizon Foundation/Trail of Terror/UTC Aerospace Systems/R&D Precision & Maloney High School & Platt High School & Wilcox Technical High School	GUS Robotics	228	83	54.3																	10.3082415675456																																						54.2975379739313																											
3	Detroit, MI USA	University of Michigan MEZ/DTE & The DTE Energy Foundation/General Motors & Cass Technical High School	Tenacious Technicians	2673	84	54.1																																		12.7637502053055																															38.3394979649369																54.087606640824	
3	Duluth, MN USA	Minnesota Power/Archer Racing/Stewart Taylor Printing/jcpenney/Saturn Systems & Duluth East High School	Duluth East Daredevils	2512	85	54.1	Galileo			74.7973180043258															44.1181912497072																																																					54.0534868699404										
2	Thornhill, ON Canada	Foxwood Inc. / Quanser Inc. / Magna Closures / YCDSB / Striowski and Associates / PTC & St. Robert CHS	Retro-Rams	4001	86	53.8														28.4079854399527																																																					53.7566976954128															
4	Waterford, MI USA	General Motors Foundation / Complete Automation / Paulson's Audio & Video & Waterford Mott High School	Waterford Mott Destroyers	2612	87	53.7	Newton				38.6701169599485																			36.5840985795127																										51.0088536882218																															53.7144403579211	
3	New York, NY USA	DE Shaw / Bloomberg / Ann and Donovan Moore / Stuyvesant High School Alumni Association / Credit Suisse / The Wallace Foundation / Con Edison / Abby & Tom Ferguson / Joe Ricci / Cox & Company, Inc & Stuyvesant High School	StuyPulse	694	88	53.6	Archimedes	20.3789589073114																				35.335525177664																																	53.6253416547636																											
3	O'Fallon, IL USA	The Boeing Company / Lockheed / SAIC & O'Fallon High School	Metool Brigade	1208	89	53.5	Newton				30.1577196547995																									40.9991527349727																																											53.5454689236791									
3	Lowell, MI USA	Lowell Area Schools Education Foundation/Lowell Area Schools/White's Bridge Tooling/ABHE & Svoboda/Phil Brown Welding Co./Metric Manufacturing/Szudera Insulation Co. Inc/Rockstar Steaks/Visual Entities Inc & Lowell Area Schools	Red Arrows	3234	90	53.5												27.8104637423459																																					53.5392009888111																																31.5400357460165	
4	Atascadero, CA USA	Pacific Gas & Electric / JLP Enterprises LLC / Mindbody, Inc. / Oak Country Lumber & Ranch / IQMS / LARON Incorporated / Cal Poly San Luis Obispo & Atascadero High School Greybots	Greybots	973	91	53.5	Archimedes	73.0245056305799								40.7115719989742																															42.1023257848582																												53.5335884592295													
2	Issaquah, WA USA	The Boeing Company/Issaquah Schools Foundation & Issaquah High School	Issaquah Robotics Society	1318	92	53.4																				25.5849854004784																											53.3883569919993																																			
2	South Windsor, CT USA	UTC / Ensign Bickford Aerospace & Defense & South Windsor High School	Bobcat Robotics	177	93	53.3																	50.2400298875995																																						53.2504010168911																											
3	Mooresville, NC USA	Newell Rubbermaid / PTC / Nitro Manufacturing / United Technologies / EnergyUnited / MSC Industrial Supply / Ingersoll Rand / AeroDyn Wind Tunnel / Niagara Bottling, Inc. / Time Warner / Stock Car Steel & Aluminum, Inc / Southpaw Custom Graphics / Hayward Industries, Inc. & Pine Lake Preparatory	Team SPORK	3196	94	53.1								10.619657636006																							24.3333894802632																															53.0745626549579																				
3	Kalamazoo, MI USA	Midlink / Stryker & Michigan State University Kalamazoo County 4-H Youth Programs	Stryke Force	2767	95	52.9																							24.3694070187014												35.5471896951749																																														52.9450172989398	
2	Pullman, WA USA	Palouse Area Robotics Team / SEL / DIGILENT / DECAGON / 4-H & Colfax,Colton,Garfield-Palouse & Pullman High Schools	SciBorgs	4061	96	52.8																																															9.2560374976218																														52.831090625647					
2	Old Lyme, CT USA	Dominion Millstone Power Station & Lyme-Old Lyme High School	Techno-Ticks	236	97	52.7	Archimedes	39.4292069522376																																																					52.6737847781951																											
2	La Jolla, CA USA	Dini Group / SAIC / Qualcomm / Alphatec Spine / Farnamcorp. / Carolyn's Haüs & La Jolla High School	The Vikings	2984	98	52.6															52.6315033262079																																																												36.8573999700835							
3	Camdenton, MO USA	The Boeing Company/NASA Marshall Space Flight Center/Camdenton R-III Afterschool Services/4H/Speedline Technologies/Lake Professional Engineering Services & Camdenton High School	Camdenton 4H LASER Team	3284	99	52.6	Galileo			38.3832121977117																										35.5165629186014																																						52.6241909640366														
3	Saint Charles, MO USA	The Boeing Company/Francis Howell School District/Boeing Employees Community Fund	RAVEN Robotics	1288	100	52.4	Curie		52.9143831601241																											48.0112704139776																																											52.4338574193551									
3	Norton Shores, MI USA	jcpenney/Rutiger Consulting/ShoreNet Solutions LLC/Port City Group/Quincy Street, Inc./Fastenal/Scherdel Sales & Tech & Mona Shores High School	Wavelength	3572	101	52.2																																			25.1580504436233														40.80364724024																																52.2108969401039	
3	Woodbury, MN USA	3M & Woodbury Math & Science Academy	The Fighting Calculators	2175	102	52.1	Galileo			46.6281732143609															21.322229020282																																								52.1480686038728																							
3	Mesa, AZ USA	The Boeing Company / Rural Electric / Hunter Contracting & Red Mountain High School & Westwood High School & Mesa Academy for Advanced Studies & Heritage Academy & Mountain View & Desert Ridge	Plasma Robotics	2403	103	52.1	Galileo			35.7162486940831																																			19.5581113125832																																				52.1363392372701							
1	Sag Harbor, NY USA	Ship Ashore Marina & Pierson High School	Pierson Whalers	28	104	52.0																																																																												52.0478157142334						
4	Bloomfield Hills, MI USA	OnStar/Diversified Tooling Group/PTC & Brother Rice High School & Marian High School	Mech Warriors	573	105	52.0																								29.4044546539279																										40.1257432392332																												52.0403414022637			51.853358510423	
4	Boston, MA USA	Textron Systems/National Grid/Northeastern University & Brookline High School & Boston Latin School & Revere High School & Catholic Memorial School	NUTRONS	125	106	51.8	Galileo			63.1131042135048												51.7702580704409																											51.7153117884127																															48.3515359653741								
2	Kansas City, MO USA	NASA/Hallmark Cards/KC STEM Alliance/U.S. Engineering & Lincoln College Preparatory Academy	Tigerbytes	1775	107	51.6																													51.6263765127166																																38.5181734410531																					
5	Ortonville, MI USA	General Motors Engineering Structural Development Laboratories/Continental Automotive Systems & Brandon High School	Truck Town Thunder	68	108	51.3	Newton				70.0775468844479						32.8917834485675																																						39.6420535214846																	43.493499398565															51.2705280288706	
3	Milwaukee, WI USA	Rockwell Automation / John McDermott Family / Dematic / Milwaukee School of Engineering / A & A Manufacturing / Milwaukee Family Practice Sc / Titan Inc. / Moore Designs, Inc. / Time Warner Cable / Nypro / Todd Allen Machinery Corp. / Taylor Computer Services / Big Systems & Marquette University High School & Divine Savior Holy Angels High School	Hilltoppers	1732	109	51.2	Galileo			61.1624822064527																								51.2445149272001																				37.1744162557978																																		
3	Seneca, SC USA	Oconee County 4H	First Noble Team	4452	110	51.2	Galileo			21.5415734678813				10.7370470428244																			51.2432325530304																																																							
2	Inver Grove Heights, MN USA	St. Jude Medical Foundation & Simley High School	Spartans	2518	111	51.1																			26.8687694410254																																							51.1205104134823																								
3	Bonners Ferry, ID USA	NIDA/Murdock Chartiable Trust/jcpenney & Bonners Ferry High School	Alpha+	2130	112	51.0	Curie		33.2065514134904																	36.5354003522038																																																									51.0153013345432					
2	Newton, KS USA	The Boeing Company / AGCO / Higgs Tech Consulting / SRES / SME / Pizza Hut / James Allen & Newton High School	RaileRobotics	935	113	50.9																													26.831863097968																																50.8565324554103																					
2	Manchester, NH USA	BAE SYSTEMS/Rockwell Automation/University of New Hampshire/New Hampshire Orthopaedic Center/GlobaFone/PTC & Central High School	C.H.A.O.S.	131	114	50.8	Newton				40.2987316669516	50.8470250906598																																																																												
3	Denver, CO USA	Denver Public Schools/Comcast/Technetronic Solutions/Ball Aerospace & Technologies Corp./LT Environmental & George Washington High School	GWHS Robotics	1410	115	50.8	Newton				18.040682139462																																									6.736257605558																								50.7757211640778												
4	Farmington, MI USA	Bosch / Articulus / FarmingtonPublic Schools / Dallas Industries / Ford Motor company & Farmington Public Schools	Hackbots	3414	116	50.8	Curie		36.7604811786886																					42.9469325427756																																									50.531298207096																50.77380793889	
3	Zeeland, MI USA	ODL / System Components, Inc / NUVAR Incorporated / Broadview Product Development / Lakeshore Cutting / Herman Miller Foundation / Trans-matic / ITW Drawform / Request Foods / Mead Johnson Nutritionals / Gentex / Midway Machine Techlologies / Town & Country Group / Plascore / Consumers Energy & Zeeland West High School & Zeeland East High School	B.O.B. (Built on Brains)	85	117	50.8																							19.8157223710245																										39.1022068674204																													50.7691767813574				
3	Dickinson, TX USA	The Boeing Company/Texas Workforce Commission/Dickinson Education Foundation/Texas Direct Auto/jcpenney/Jacobs, ESCG/Houston Endowment Inc. & Dickinson High School	Gatorzillas	2936	118	50.8	Curie		38.5524354837962																		27.5329315476923																								50.7574028536221																																					
3	Brownstown, MI USA	Search Plus International/jcpenney & Woodhaven High School	Goon Squad	3604	119	50.5																								18.3840098321829																																									50.5153997942359																40.4946684665028	
3	Niagara Falls, ON Canada	General Motors St. Catharines Powertrain / Eurocopter Canada Ltd / Ontario Power Generation & Westlane Secondary School	Spartonics	1503	120	50.5	Curie		36.5599015427508																													42.4107104829212																					50.479868588005																													
2	South Portland, ME USA	Fairchild Semiconductor & South Portland High School	The Riot Crew	58	121	50.4						25.8435918491986																																																																				50.4070317006447								
2	Spencerport, NY USA	NASA/Klein Steel/Advantage Federal Credit Union/Getinge/Spencerport Federal Credit Union/ANKOM/Loewke Brill & Spencerport High School	Ranger Robotics	3015	122	50.4							50.4006720990224																										26.795449720657																																																	
2	Toronto, ON Canada	The Empyrean Group/W.G.S. Manufacturing/Toronto District School Board & East York Collegiate Institute	"East York Cybernetics ""The Cybernauts"""	907	123	50.3							-2.2927104123646																																														50.3153001665639																													
3	Greenwood, IN USA	Rolls-Royce / Endress+Hauser / Indiana Department of Education / Praxair / Center Grove Education Foundation / Red Alert Robotics Parent Organization & Center Grove School Corporation	Red Alert	1741	124	50.1	Newton				47.3688737128951																							48.1955621337887																																													50.1212816253941									
3	Dana Point, CA USA	The Boeing Company/Applied Medical/Western Digital/Annie and Gene Rathbun/DeNault Hardware/Microsoft Store/jcpenney/Abbott Vascular/Mabie Enterprises & River Springs Charter School & Heritage Christian School	Code Orange	3476	125	50.0	Newton				82.8576345964977										45.1166612178241																																							49.9685069205639																												
1	Mankato, MN USA	jcpenney/Analog Devices/Medtronic & RBA Public Charter School & LCWM Secondary School	Chaotech	3747	126	49.7																																																											49.7434294232691																							
3	Hightstown, NJ USA	Bristol-Myers Squibb/Credit Suisse/East Windsor Regional School District/jcpenney & Hightstown High School	Team Mercury	1089	127	49.7																																				3.8546256888248																34.2635063544172																														49.7243933613333
2	Bothell, WA USA	The Boeing Company / Inside & Out Renovation, Inc. / Precision Images / Puget Sound Engineering Council / Platt Electric Supply / Balancing Services Company / jcpenney & Cedar Park Christian School	CPR - Cedar Park Robotics	3663	128	49.6																																																																43.4881814040404													49.606469236783					
2	Sherbrooke, QC Canada	Bombardier Aéronautique/Université de Sherbrooke & École du Triolet	Harfangs	3117	129	49.6																										34.3973126624131																											49.5524781278279																													
3	Tarpon Springs , FL USA	Honeywell Aerospace/Career Technical Education Foundation, Inc./GE Aviation & East Lake High School	Team Krunch	79	130	49.5	Newton				52.7360938527312											21.2400367908443																																								49.4935241117227																										
3	Oshkosh, WI USA	Oshkosh Corp. / Muza Metal Products / Triangle Mfg. Co. / MSOE / jcpenney & Oshkosh Area School District & Oshkosh Recc. Department	Wave Robotics	2826	131	49.5	Newton				47.7747671781192														44.3802788636722																													49.4926036987793																																		
2	Northwood, ND USA	ND Space Grant / Brent Pederson / Phil and Trish Gisi / Dr. Mary Aaland / Aneta Whitetail / ND CTEd / Msgt. Gary Kimball / Microsoft / Nrthwd Amer. Legion / Nrthwd Mens Club / Lloyd Farms / Hatton Mens Club / Nrthwd Equity Elevator / Citizen's State Bank / Farmers Union Ins & Northwood High School & Hatton High School	Thunder Robotics	876	132	49.4																			39.5284562693653																													49.3743856014456																																		
3	Fountain Inn, SC USA	NASA / BOSCH / Bosch Rexroth Corporation / STUEKEN Precision Metal / Michelin / Laurens County Council / Piedmont Technical College & Laurens District 55 High School	ROBOTZ Garage	4451	133	49.3	Newton				61.3260859027697			49.304519718878								35.8741665014866																																																																		
4	Kintnersville, PA USA	Amplifier Research/BAE Systems/Hot Chalk/Lutron Electronics, Inc/Day Tool and Manufacturing Incorporated/Harro Hoflinger/PHTool/Hillman Brass and Copper/Kiwanis Club of Riegelsville/Tyndale & Palisades High School	Cybersonics	103	134	49.3	Curie		67.3572741736034										42.4182707702366																							49.2613322576024																																														43.2078071736076
